Timestamp,Q,Conductivity,NO3,Temp,Turbidity,Level,Dayofweek,Month
2018-11-30T09:00:00,-13.69,1245.94,,24.29,3.92,,4,11
2018-11-30T10:00:00,-10.99,,,,,1.079625,4,11
2018-11-30T11:00:00,,4.16,,30.33,7.06,1.0764999999999998,4,11
2018-11-30T12:00:00,,,,,,1.075,4,11
2018-11-30T13:00:00,,,,,,1.073,4,11
2018-11-30T14:00:00,,,,,,1.072,4,11
2018-11-30T15:00:00,,,,,,1.072,4,11
2018-11-30T16:00:00,,,,,,1.071,4,11
2018-11-30T17:00:00,,,,,,1.071,4,11
2018-11-30T18:00:00,,,,,,1.07,4,11
2018-11-30T19:00:00,,,,,,1.069,4,11
2018-11-30T20:00:00,,,,,,1.068,4,11
2018-11-30T21:00:00,,,,,,1.0590000000000002,4,11
2018-11-30T22:00:00,,,,,,1.07,4,11
2018-11-30T23:00:00,,,,,,1.061,4,11
2018-12-01T00:00:00,,,,,,1.0659999999999998,5,12
2018-12-01T01:00:00,,,,,,1.067,5,12
2018-12-01T02:00:00,,,,,,1.061,5,12
2018-12-01T03:00:00,,,,,,1.071,5,12
2018-12-01T04:00:00,,,,,,1.061,5,12
2018-12-01T05:00:00,,,,,,1.061,5,12
2018-12-01T06:00:00,,,,,,1.07,5,12
2018-12-01T07:00:00,,,,,,1.062,5,12
2018-12-01T08:00:00,,,,,,1.067,5,12
2018-12-01T09:00:00,,,,,,1.071,5,12
2018-12-01T10:00:00,,,,,,1.073,5,12
2018-12-01T11:00:00,,,,,,1.072,5,12
2018-12-01T12:00:00,,,,,,1.072,5,12
2018-12-01T13:00:00,,,,,,1.073,5,12
2018-12-01T14:00:00,,,,,,1.072,5,12
2018-12-01T15:00:00,,,,,,1.072,5,12
2018-12-01T16:00:00,,,,,,1.071,5,12
2018-12-01T17:00:00,,,,,,1.074,5,12
2018-12-01T18:00:00,,,,,,1.088,5,12
2018-12-01T19:00:00,,,,,,1.098,5,12
2018-12-01T20:00:00,,,,,,1.108,5,12
2018-12-01T21:00:00,,,,,,1.115,5,12
2018-12-01T22:00:00,,,,,,1.121,5,12
2018-12-01T23:00:00,,,,,,1.113,5,12
2018-12-02T00:00:00,,,,,,1.119,6,12
2018-12-02T01:00:00,,,,,,1.124,6,12
2018-12-02T02:00:00,,,,,,1.115,6,12
2018-12-02T03:00:00,,,,,,1.122,6,12
2018-12-02T04:00:00,,,,,,1.113,6,12
2018-12-02T05:00:00,,,,,,1.115,6,12
2018-12-02T06:00:00,,,,,,1.118,6,12
2018-12-02T07:00:00,,,,,,1.112,6,12
2018-12-02T08:00:00,,,,,,1.116,6,12
