Timestamp,Conductivity,NO3,Q,Temp,Turbidity,Level,Dayofweek,Month
2018-08-22T11:00:00,,0.127,41.78,,,1.833,2,8
2018-08-22T12:00:00,,,42.4425,,,,2,8
2018-08-22T13:00:00,,,42.41333333333333,,,1.844,2,8
2018-08-22T14:00:00,,,42.193333333333335,,,1.848,2,8
2018-08-22T15:00:00,,,41.678333333333335,,,1.838,2,8
2018-08-22T16:00:00,,,41.24166666666667,,,1.83,2,8
2018-08-22T17:00:00,,,40.2,,,1.808,2,8
2018-08-22T18:00:00,,,39.72166666666667,,,1.805,2,8
2018-08-22T19:00:00,,,39.068333333333335,,,1.791,2,8
2018-08-22T20:00:00,,,39.75833333333333,,,1.801,2,8
2018-08-22T21:00:00,,,40.585,,,1.816,2,8
2018-08-22T22:00:00,,,40.07,,,1.808,2,8
2018-08-22T23:00:00,,,39.77333333333333,,,1.804,2,8
2018-08-23T00:00:00,,,39.49,,,1.806,3,8
2018-08-23T01:00:00,,,39.52333333333333,,,1.8,3,8
2018-08-23T02:00:00,,,39.22,,,1.7990000000000002,3,8
2018-08-23T03:00:00,,,38.818333333333335,,,1.791,3,8
2018-08-23T04:00:00,,,38.285,,,1.786,3,8
2018-08-23T05:00:00,,,37.80166666666667,,,1.777,3,8
2018-08-23T06:00:00,,,37.27,,,1.771,3,8
2018-08-23T07:00:00,,,37.27,,,1.771,3,8
2018-08-23T08:00:00,,,37.445,,,1.767,3,8
2018-08-23T09:00:00,,,38.28666666666667,,,1.779,3,8
2018-08-23T10:00:00,,,39.331666666666656,,,1.791,3,8
2018-08-23T11:00:00,,,40.16666666666666,,,1.804,3,8
2018-08-23T12:00:00,,,40.97833333333333,,,1.825,3,8
2018-08-23T13:00:00,,,41.446666666666665,,,1.829,3,8
2018-08-23T14:00:00,,,41.19333333333333,,,1.828,3,8
2018-08-23T15:00:00,,,40.91666666666666,,,1.824,3,8
2018-08-23T16:00:00,,,40.40166666666666,,,1.813,3,8
2018-08-23T17:00:00,,,39.61166666666667,,,1.801,3,8
2018-08-23T18:00:00,,,38.98333333333333,,,1.79,3,8
2018-08-23T19:00:00,,,38.705,,,1.794,3,8
